vehicle_id,evaluation_timestamp,prediction_horizon,label_source,review_status,matched_normal_window,speed,speed_limit,event_type,gps_freshness,traffic_level,weather,zone_historical_risk,restriction_level,slow_down_zone_active,pedestrian_exposure,speed_over_limit,speed_over_limit_band,speeding_ratio_5m,speeding_ratio_10m,mean_speed_5m,mean_speed_30m,max_speed_5m,speed_std_10m,speed_delta_last_3_events,harsh_brake_count_10m,sharp_turn_count_10m,recent_harsh_brake_count_10m,recent_sharp_turn_count_10m,alert_density_30m,risk_escalation_rate,shift_hours,night_flag,time_since_last_intervention,reaction_window_active,post_intervention_noncompliance,traffic_weather_compound_index,zone_transition_risk,nearby_vehicle_count_50m,nearest_vehicle_distance_m,nearest_vehicle_relative_speed_kmh,closing_rate_mps,interaction_features_available,previous_risk,risk_trend,latent_synthetic_risk,near_miss_within_next_15m,intervention_contaminated_window
PM-SYN-050,2026-08-19T07:17:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,34,25,speeding,fresh,medium,clear,0.78,wharf,False,high,9,minor,0.667,0.6,28.33,26.07,34.0,5.87,11.0,0,0,0,0,2.0,0.098,0.63,False,6,False,True,0.25,1.0,3,27.7,2.3,2.04,True,0.262,increasing,0.31,1,False
PM-SYN-050,2026-08-19T07:19:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,stale,medium,clear,0.78,wharf,False,high,0,none,0.667,0.4,27.33,25.87,34.0,5.78,-8.0,0,0,0,0,2.0,0.0,0.67,False,0,True,False,0.25,1.0,0,999.0,0.0,0.0,False,0.31,decreasing,0.134,1,False
PM-SYN-050,2026-08-19T07:21:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,delayed,medium,clear,0.78,wharf,False,high,2,minor,0.667,0.6,27.0,26.07,34.0,4.76,-7.0,0,0,0,0,2.0,0.0,0.7,False,2,False,False,0.25,1.0,1,33.1,13.8,0.43,True,0.134,decreasing,0.198,0,True
PM-SYN-050,2026-08-19T07:23:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.6,22.67,25.07,27.0,5.1,1.0,0,0,0,0,2.0,0.0,0.73,False,4,False,False,0.25,1.0,3,36.1,3.9,1.13,True,0.198,decreasing,0.231,0,True
PM-SYN-050,2026-08-19T07:25:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.4,23.67,25.0,27.0,5.1,-4.0,0,0,0,0,2.0,0.0,0.77,False,6,False,False,0.25,1.0,2,45.7,11.9,1.23,True,0.231,decreasing,0.272,0,True
PM-SYN-050,2026-08-19T07:27:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,delayed,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,22.33,25.27,23.0,2.4,2.0,0,0,0,0,2.0,0.0,0.8,False,8,False,False,0.25,1.0,1,12.1,8.4,0.46,True,0.272,decreasing,0.194,0,True
PM-SYN-050,2026-08-19T07:29:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,37,25,speeding,fresh,medium,clear,0.78,wharf,False,high,12,moderate,0.333,0.4,27.67,25.93,37.0,5.74,14.0,0,0,0,0,4.0,0.286,0.83,False,10,False,True,0.25,1.0,3,28.3,3.7,0.18,True,0.194,increasing,0.25,0,True
PM-SYN-050,2026-08-19T07:31:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,29,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,4,minor,0.667,0.4,29.67,25.67,37.0,5.85,6.0,0,0,0,0,4.0,0.0,0.87,False,12,False,False,0.25,1.0,0,999.0,0.0,0.0,True,0.25,decreasing,0.155,0,True
PM-SYN-050,2026-08-19T07:33:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,32,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,7,minor,1.0,0.6,32.67,26.27,37.0,5.38,-5.0,0,0,0,0,4.0,0.125,0.9,False,14,False,False,0.25,1.0,0,999.0,0.0,0.0,True,0.155,increasing,0.103,0,True
PM-SYN-050,2026-08-19T07:35:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.667,0.6,26.33,25.93,32.0,6.68,-11.0,0,0,0,0,4.0,0.0,0.93,False,16,False,False,0.25,1.0,1,46.5,2.3,0.0,True,0.103,decreasing,0.122,0,False
PM-SYN-050,2026-08-19T07:37:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,34,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,9,minor,0.667,0.8,28.0,26.6,34.0,6.54,2.0,0,0,0,0,4.0,0.238,0.97,False,18,False,False,0.25,1.0,0,999.0,0.0,0.0,True,0.122,increasing,0.262,1,False
PM-SYN-050,2026-08-19T07:39:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.6,23.33,25.67,34.0,6.88,0.0,0,0,0,0,4.0,0.0,1.0,False,0,True,False,0.25,1.0,1,42.3,1.0,0.0,True,0.262,decreasing,0.118,1,False
PM-SYN-050,2026-08-19T07:41:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,1,minor,0.667,0.6,26.0,26.2,34.0,6.74,-8.0,0,0,0,0,4.0,0.0,1.03,False,2,False,False,0.25,1.0,1,33.5,13.1,1.07,True,0.118,decreasing,0.153,1,False
PM-SYN-050,2026-08-19T07:43:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.4,22.0,26.13,26.0,5.99,4.0,0,0,0,0,4.0,0.0,1.07,False,4,False,False,0.25,1.0,2,10.1,16.2,1.73,True,0.153,decreasing,0.34,1,False
PM-SYN-050,2026-08-19T07:45:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.4,23.33,25.73,26.0,5.43,-4.0,0,0,0,0,4.0,0.0,1.1,False,6,False,False,0.25,1.0,1,45.3,4.7,0.0,True,0.34,decreasing,0.2,0,True
PM-SYN-050,2026-08-19T07:47:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,21.0,24.73,22.0,2.8,-3.0,0,0,0,0,2.0,0.0,1.13,False,8,False,False,0.25,1.0,0,999.0,0.0,0.0,True,0.2,decreasing,0.047,0,True
PM-SYN-050,2026-08-19T07:49:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,21.67,25.0,24.0,2.33,2.0,0,0,0,0,2.0,0.0,1.17,False,10,False,False,0.25,1.0,3,28.0,5.5,0.07,True,0.047,decreasing,0.206,1,False
PM-SYN-050,2026-08-19T07:51:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,22.0,24.73,24.0,1.67,4.0,0,0,0,0,2.0,0.0,1.2,False,0,True,False,0.25,1.0,3,20.0,6.6,1.55,True,0.206,decreasing,0.198,1,False
PM-SYN-050,2026-08-19T07:53:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,23.0,24.8,24.0,1.67,-2.0,0,0,0,0,2.0,0.0,1.23,False,2,False,False,0.25,1.0,3,14.6,10.0,0.05,True,0.198,decreasing,0.092,1,False
PM-SYN-050,2026-08-19T07:55:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,25,speeding,fresh,medium,clear,0.78,wharf,False,high,11,moderate,0.333,0.2,27.0,25.67,36.0,5.84,13.0,0,0,0,0,4.0,0.348,1.27,False,4,False,True,0.25,1.0,2,42.1,0.9,0.12,True,0.092,increasing,0.205,1,False
PM-SYN-050,2026-08-19T07:57:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,stale,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,26.0,25.47,36.0,5.66,-2.0,0,0,0,0,4.0,0.0,1.3,False,0,True,False,0.25,1.0,0,999.0,0.0,0.0,False,0.205,decreasing,0.078,1,False
PM-SYN-050,2026-08-19T07:59:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,26.0,24.47,36.0,5.78,-14.0,0,0,0,0,2.0,0.0,1.33,False,2,False,False,0.25,1.0,2,43.2,3.1,0.0,True,0.078,decreasing,0.074,1,False
PM-SYN-050,2026-08-19T08:01:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,sharp_turn,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,20.67,23.87,22.0,6.07,0.0,0,1,0,1,4.0,0.006,1.37,False,4,False,True,0.25,1.0,0,999.0,0.0,0.0,False,0.074,stable,0.078,1,False
PM-SYN-050,2026-08-19T08:03:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,11,moderate,0.333,0.4,26.0,24.13,36.0,7.55,14.0,0,1,0,1,4.0,0.442,1.4,False,6,False,False,0.25,1.0,2,10.3,9.5,1.21,True,0.078,increasing,0.331,1,False
PM-SYN-050,2026-08-19T08:05:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,2,minor,0.667,0.4,27.67,24.73,36.0,6.07,7.0,0,1,0,1,4.0,0.0,1.43,False,0,True,False,0.25,1.0,1,44.0,14.2,0.0,True,0.331,decreasing,0.169,1,False
PM-SYN-050,2026-08-19T08:07:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.667,0.4,28.67,24.0,36.0,5.68,-13.0,0,1,0,1,4.0,0.0,1.47,False,2,False,False,0.25,1.0,2,19.5,9.7,0.58,True,0.169,decreasing,0.192,1,False
PM-SYN-050,2026-08-19T08:09:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.4,23.33,24.13,27.0,5.98,-7.0,0,1,0,1,4.0,0.0,1.5,False,4,False,False,0.25,1.0,1,14.5,6.4,2.53,True,0.192,decreasing,0.395,1,False
PM-SYN-050,2026-08-19T08:11:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.4,22.33,24.0,24.0,5.48,1.0,0,0,0,0,4.0,0.0,1.53,False,0,True,False,0.25,1.0,1,18.0,0.1,0.34,True,0.395,decreasing,0.221,1,False
PM-SYN-050,2026-08-19T08:13:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,21.0,23.8,24.0,2.87,-1.0,0,0,0,0,4.0,0.0,1.57,False,2,False,False,0.25,1.0,2,15.0,6.7,1.7,True,0.221,decreasing,0.19,1,False
PM-SYN-050,2026-08-19T08:15:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,stale_gps,stale,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,22.0,23.87,24.0,1.94,-1.0,0,0,0,0,6.0,0.0,1.6,False,4,False,False,0.25,1.0,0,999.0,0.0,0.0,False,0.19,decreasing,0.074,1,False
PM-SYN-050,2026-08-19T08:17:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,20.0,23.8,23.0,2.32,-1.0,0,0,0,0,6.0,0.0,1.63,False,6,False,False,0.25,1.0,3,14.2,16.3,2.07,True,0.074,decreasing,0.341,1,False
PM-SYN-050,2026-08-19T08:19:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,21.67,23.8,24.0,2.58,1.0,0,0,0,0,6.0,0.0,1.67,False,8,False,False,0.25,1.0,3,12.2,5.6,2.42,True,0.341,decreasing,0.224,1,False
PM-SYN-050,2026-08-19T08:21:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,2,minor,0.333,0.2,23.0,24.07,27.0,3.31,9.0,0,0,0,0,6.0,0.0,1.7,False,10,False,False,0.25,1.0,0,999.0,0.0,0.0,True,0.224,decreasing,0.113,1,False
PM-SYN-050,2026-08-19T08:23:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,sharp_turn,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,24.33,24.07,27.0,2.93,-2.0,0,1,0,1,8.0,0.0,1.73,False,12,False,True,0.25,1.0,1,23.7,3.2,1.79,True,0.113,stable,0.332,0,True
PM-SYN-050,2026-08-19T08:25:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,24.33,23.27,27.0,2.97,-3.0,0,1,0,1,6.0,0.0,1.77,False,14,False,False,0.25,1.0,2,43.3,6.0,0.0,True,0.332,decreasing,0.134,0,True
PM-SYN-050,2026-08-19T08:27:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,23.0,23.47,24.0,1.67,1.0,0,1,0,1,6.0,0.0,1.8,False,16,False,False,0.25,1.0,1,17.7,15.2,1.64,True,0.134,decreasing,0.323,0,False
PM-SYN-050,2026-08-19T08:29:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,35,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,10,minor,0.333,0.4,27.33,24.33,35.0,4.71,11.0,0,1,0,1,6.0,0.157,1.83,False,18,False,False,0.25,1.0,1,16.8,9.9,0.49,True,0.323,increasing,0.335,0,False
PM-SYN-050,2026-08-19T08:31:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,sharp_turn,fresh,medium,clear,0.78,wharf,False,high,2,minor,0.667,0.4,28.33,24.8,35.0,4.71,4.0,0,2,0,2,6.0,0.0,1.87,False,20,False,True,0.25,1.0,3,10.8,11.0,0.71,True,0.335,decreasing,0.538,1,False
PM-SYN-050,2026-08-19T08:33:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.667,0.4,28.67,24.0,35.0,4.41,-11.0,0,1,0,1,6.0,0.0,1.9,False,0,True,False,0.25,1.0,0,999.0,0.0,0.0,True,0.538,decreasing,0.094,1,False
PM-SYN-050,2026-08-19T08:35:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,30,25,speeding,fresh,medium,clear,0.78,wharf,False,high,5,minor,0.667,0.6,27.0,24.2,30.0,4.35,3.0,0,1,0,1,8.0,0.186,1.93,False,0,True,False,0.25,1.0,3,33.6,4.7,0.0,True,0.094,increasing,0.246,1,False
PM-SYN-050,2026-08-19T08:37:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.6,24.67,24.0,30.0,5.11,-4.0,0,1,0,1,8.0,0.0,1.97,False,0,True,False,0.25,1.0,0,999.0,0.0,0.0,True,0.246,decreasing,0.144,1,False
PM-SYN-050,2026-08-19T08:39:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.4,24.67,24.27,30.0,3.35,-6.0,0,1,0,1,8.0,0.0,2.0,False,2,False,False,0.25,1.0,1,8.7,4.2,0.44,True,0.144,decreasing,0.247,1,False
PM-SYN-050,2026-08-19T08:41:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,22.0,24.13,24.0,3.35,2.0,0,0,0,0,8.0,0.0,2.03,False,4,False,False,0.25,1.0,1,26.2,3.6,0.0,True,0.247,decreasing,0.127,1,False
PM-SYN-050,2026-08-19T08:43:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,stale_gps,stale,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,22.33,24.27,24.0,3.56,-3.0,0,0,0,0,10.0,0.0,2.07,False,6,False,False,0.25,1.0,0,999.0,0.0,0.0,False,0.127,decreasing,0.083,1,False
PM-SYN-050,2026-08-19T08:45:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.0,22.33,24.33,24.0,1.6,2.0,0,0,0,0,8.0,0.0,2.1,False,0,True,False,0.25,1.0,1,31.6,5.5,0.74,True,0.083,decreasing,0.152,1,False
PM-SYN-050,2026-08-19T08:47:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,1,minor,0.333,0.2,23.67,24.87,26.0,1.74,5.0,0,0,0,0,8.0,0.0,2.13,False,2,False,False,0.25,1.0,0,999.0,0.0,0.0,False,0.152,decreasing,0.049,1,False
PM-SYN-050,2026-08-19T08:49:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,23.0,24.53,26.0,2.42,-5.0,0,0,0,0,8.0,0.0,2.17,False,4,False,False,0.25,1.0,1,38.1,2.8,1.44,True,0.049,decreasing,0.146,1,False
PM-SYN-050,2026-08-19T08:51:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,23.0,24.33,26.0,2.48,-2.0,0,0,0,0,8.0,0.0,2.2,False,6,False,False,0.25,1.0,0,999.0,0.0,0.0,False,0.146,decreasing,0.048,1,False
PM-SYN-050,2026-08-19T08:53:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,delayed,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,21.67,24.33,24.0,2.37,3.0,0,0,0,0,6.0,0.0,2.23,False,8,False,False,0.25,1.0,3,11.4,8.8,2.73,True,0.048,decreasing,0.418,1,False
PM-SYN-050,2026-08-19T08:55:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,medium,clear,0.78,wharf,False,high,0,none,0.0,0.2,22.67,24.2,24.0,2.33,-2.0,0,0,0,0,6.0,0.0,2.27,False,0,True,False,0.25,1.0,0,999.0,0.0,0.0,True,0.418,decreasing,0.047,1,False
PM-SYN-050,2026-08-19T08:57:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,30,25,speeding,fresh,medium,clear,0.78,wharf,False,high,5,minor,0.333,0.2,24.67,24.67,30.0,3.67,8.0,0,0,0,0,8.0,0.153,2.3,False,2,False,True,0.25,1.0,3,10.6,13.9,1.93,True,0.047,increasing,0.469,1,False
PM-SYN-050,2026-08-19T08:59:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,stale,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,23.33,23.53,30.0,3.92,-4.0,0,0,0,0,8.0,0.0,2.33,False,4,False,False,0.25,1.0,0,999.0,0.0,0.0,False,0.469,decreasing,0.077,0,True
PM-SYN-050,2026-08-19T09:01:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,sharp_turn,fresh,medium,clear,0.78,wharf,False,high,0,none,0.333,0.2,23.33,23.2,30.0,3.92,-8.0,0,1,0,1,8.0,0.003,2.37,False,6,False,True,0.25,1.0,2,46.3,12.0,0.69,True,0.077,stable,0.366,1,False
PM-SYN-051,2026-08-19T08:19:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,1,minor,1.0,0.8,28.67,26.93,34.0,4.1,-8.0,0,0,0,0,10.0,0.0,0.5,False,999.0,False,False,0.75,0.7,3,39.7,10.3,0.01,True,0.319,decreasing,0.215,0,False
PM-SYN-051,2026-08-19T08:21:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,25.33,26.8,26.0,3.58,-2.0,0,0,0,0,8.0,0.0,0.53,False,999.0,False,False,0.75,0.7,4,9.8,13.8,0.39,True,0.215,decreasing,0.245,0,False
PM-SYN-051,2026-08-19T08:23:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,24.0,27.07,26.0,4.08,-4.0,0,0,0,0,8.0,0.0,0.57,False,999.0,False,False,0.75,0.7,2,31.1,12.6,0.0,True,0.245,decreasing,0.101,0,False
PM-SYN-051,2026-08-19T08:25:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,stale,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,23.33,27.13,24.0,1.5,0.0,0,0,0,0,8.0,0.0,0.6,False,999.0,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.101,decreasing,0.056,0,False
PM-SYN-051,2026-08-19T08:27:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,23.67,27.07,25.0,1.33,3.0,0,0,0,0,8.0,0.0,0.63,False,999.0,False,False,0.75,0.7,1,10.5,0.3,2.26,True,0.056,decreasing,0.209,0,False
PM-SYN-051,2026-08-19T08:29:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,24.0,26.93,25.0,1.02,-1.0,0,0,0,0,8.0,0.0,0.67,False,999.0,False,False,0.75,0.7,3,27.1,4.4,1.08,True,0.209,decreasing,0.125,0,False
PM-SYN-051,2026-08-19T08:31:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,11,moderate,0.333,0.2,28.0,27.2,36.0,5.1,11.0,0,0,0,0,8.0,0.315,0.7,False,999.0,False,False,0.75,0.7,2,17.9,11.7,2.81,True,0.125,increasing,0.3,0,False
PM-SYN-051,2026-08-19T08:33:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,1,minor,0.667,0.4,28.33,26.73,36.0,4.71,3.0,0,0,0,0,6.0,0.0,0.73,False,999.0,False,False,0.75,0.7,2,26.1,6.9,0.0,True,0.3,decreasing,0.174,0,False
PM-SYN-051,2026-08-19T08:35:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,1,minor,1.0,0.6,29.33,26.4,36.0,4.53,-10.0,0,0,0,0,4.0,0.0,0.77,False,999.0,False,False,0.75,0.7,1,29.7,9.4,0.09,True,0.174,decreasing,0.118,0,False
PM-SYN-051,2026-08-19T08:37:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,24.0,26.27,26.0,5.38,-6.0,0,0,0,0,4.0,0.0,0.8,False,999.0,False,False,0.75,0.7,1,25.9,2.6,0.0,True,0.118,decreasing,0.12,0,False
PM-SYN-051,2026-08-19T08:39:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,21.67,26.0,26.0,6.05,-7.0,0,0,0,0,4.0,0.0,0.83,False,999.0,False,False,0.75,0.7,4,16.0,5.7,0.18,True,0.12,decreasing,0.167,1,False
PM-SYN-051,2026-08-19T08:41:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,19.33,25.0,20.0,3.29,-1.0,0,0,0,0,2.0,0.0,0.87,False,0,True,False,0.75,0.7,1,38.0,7.2,1.54,True,0.167,decreasing,0.176,1,False
PM-SYN-051,2026-08-19T08:43:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,20.33,24.87,23.0,2.73,4.0,0,0,0,0,2.0,0.0,0.9,False,2,False,False,0.75,0.7,3,32.5,10.1,0.68,True,0.176,decreasing,0.091,1,False
PM-SYN-051,2026-08-19T08:45:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,17,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,19.67,23.73,23.0,1.96,-2.0,0,0,0,0,0.0,0.0,0.93,False,4,False,False,0.75,0.7,4,45.4,7.5,0.0,True,0.091,decreasing,0.06,1,False
PM-SYN-051,2026-08-19T08:47:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,31,25,speeding,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.333,0.2,23.67,24.07,31.0,5.0,8.0,0,0,0,0,2.0,0.18,0.97,False,6,False,True,0.75,0.7,3,28.5,2.5,0.42,True,0.06,increasing,0.207,1,False
PM-SYN-051,2026-08-19T08:49:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.33,24.0,31.0,4.9,8.0,0,0,0,0,2.0,0.0,1.0,False,8,False,False,0.75,0.7,3,42.4,5.7,0.0,True,0.207,decreasing,0.117,1,False
